Options in 'main-linux-arm64-working' (PKG/CArchive):
 pyi-contents-directory _internal
Contents of 'main-linux-arm64-working' (PKG/CArchive):
 length, uncompressed_length, is_compressed, typecode, name
 241678, 1120906, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_NEUTER.pak.info'
 250879, 1439133, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_NEUTER.pak.info'
 206805, 693764, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_NEUTER.pak.info'
 221271, 705238, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_NEUTER.pak.info'
 200140, 644590, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_NEUTER.pak.info'
 213083, 693680, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_NEUTER.pak.info'
 258812, 1228951, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_NEUTER.pak.info'
 183305, 557191, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_NEUTER.pak.info'
 183889, 563065, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_NEUTER.pak.info'
 205385, 679478, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_NEUTER.pak.info'
 203886, 674742, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_NEUTER.pak.info'
 203475, 618704, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_NEUTER.pak.info'
 229284, 1006004, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_NEUTER.pak.info'
 203112, 627876, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_NEUTER.pak.info'
 205757, 710269, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_NEUTER.pak.info'
 213769, 731511, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_NEUTER.pak.info'
 250235, 1424445, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_NEUTER.pak.info'
 221287, 885856, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_NEUTER.pak.info'
 260474, 1522017, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_NEUTER.pak.info'
 212166, 683818, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_NEUTER.pak.info'
 223257, 734529, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_NEUTER.pak.info'
 186767, 609173, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_NEUTER.pak.info'
 203062, 672877, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_NEUTER.pak.info'
 209417, 810881, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_NEUTER.pak.info'
 255058, 1616537, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_NEUTER.pak.info'
 198327, 688466, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_NEUTER.pak.info'
 218108, 739428, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_NEUTER.pak.info'
 218851, 738032, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_NEUTER.pak.info'
 262158, 1679293, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_FEMININE.pak'
