Options in 'main-linux-arm64-working' (PKG/CArchive):
 pyi-contents-directory _internal
Contents of 'main-linux-arm64-working' (PKG/CArchive):
 length, uncompressed_length, is_compressed, typecode, name
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_NEUTER.pak.info'
 245840, 1394795, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_NEUTER.pak.info'
 190426, 638481, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_NEUTER.pak.info'
 194965, 616085, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_NEUTER.pak.info'
 200300, 639149, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_NEUTER.pak.info'
 221780, 709167, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_NEUTER.pak.info'
 203614, 666147, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_NEUTER.pak.info'
 202552, 671285, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_NEUTER.pak.info'
 208650, 695025, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_NEUTER.pak.info'
 252528, 1137851, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_NEUTER.pak.info'
 225688, 718227, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_NEUTER.pak.info'
 212637, 689167, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_NEUTER.pak.info'
 237951, 1054490, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_NEUTER.pak.info'
 195512, 621279, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_NEUTER.pak.info'
 200228, 656735, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_NEUTER.pak.info'
 253820, 1677291, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_NEUTER.pak.info'
 256144, 1544382, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_NEUTER.pak.info'
 224884, 1300883, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_NEUTER.pak.info'
 202974, 666812, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_NEUTER.pak.info'
 249012, 1139319, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_NEUTER.pak.info'
 230551, 993875, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_NEUTER.pak.info'
 207379, 792358, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_NEUTER.pak.info'
 198530, 569884, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_NEUTER.pak.info'
 196088, 565104, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW.pak'
 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_FEMININE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_FEMININE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_MASCULINE.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_MASCULINE.pak.info'
 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_NEUTER.pak'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_NEUTER.pak.info'
 1225, 1228, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/product_logo_48.png'
 9747591, 9831924, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources.pak'
 315, 442, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/accessibility/reading_mode_gdocs_helper/content.js'
 669, 1425, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/accessibility/reading_mode_gdocs_helper/gdocs_script.js'
 1624, 2375, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/accessibility/reading_mode_gdocs_helper_manifest.json'
 293, 496, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/inspector_overlay/inspector_overlay_resources.grd'
 21720, 77302, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/inspector_overlay/main.js'
 206255, 712173, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/v8_context_snapshot.bin'
 95, 107, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/vk_swiftshader_icd.json'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/DEPENDENCIES_VALIDATED'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/INSTALLATION_COMPLETE'
 2934, 2923, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/headless_command_resources.pak'
 770087, 789166, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/headless_lib_data.pak'
 3595924, 3763988, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/headless_lib_strings.pak'
 4578126, 10467680, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/icudtl.dat'
 206255, 712173, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/v8_context_snapshot.bin'
 95, 107, 1, 'x', 'playwright/driver/package/.local-browsers/chromium_headless_shell-1187/chrome-linux/vk_swiftshader_icd.json'
 9344, 26526, 1, 'x', 'playwright/driver/package/.local-browsers/ffmpeg-1011/COPYING.LGPLv2.1'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/ffmpeg-1011/DEPENDENCIES_VALIDATED'
 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/ffmpeg-1011/INSTALLATION_COMPLETE'
 3992, 11601, 1, 'x', 'playwright/driver/package/LICENSE'
 175, 254, 1, 'x', 'playwright/driver/package/NOTICE'
 108, 120, 1, 'x', 'playwright/driver/package/README.md'
 8323, 70260, 1, 'x', 'playwright/driver/package/ThirdPartyNotices.txt'
 311333, 2859573, 1, 'x', 'playwright/driver/package/api.json'
 152, 174, 1, 'x', 'playwright/driver/package/bin/install_media_pack.ps1'
 482, 957, 1, 'x', 'playwright/driver/package/bin/reinstall_chrome_beta_win.ps1'
 473, 923, 1, 'x', 'playwright/driver/package/bin/reinstall_chrome_stable_win.ps1'
 442, 874, 1, 'x', 'playwright/driver/package/bin/reinstall_msedge_beta_win.ps1'
 441, 869, 1, 'x', 'playwright/driver/package/bin/reinstall_msedge_dev_win.ps1'
 439, 856, 1, 'x', 'playwright/driver/package/bin/reinstall_msedge_stable_win.ps1'
 419, 1857, 1, 'x', 'playwright/driver/package/browsers.json'
 399, 634, 1, 'x', 'playwright/driver/package/index.d.ts'
 604, 1095, 1, 'x', 'playwright/driver/package/index.js'
 513, 1063, 1, 'x', 'playwright/driver/package/index.mjs'
 1104, 3036, 1, 'x', 'playwright/driver/package/lib/androidServerImpl.js'
 2155, 6231, 1, 'x', 'playwright/driver/package/lib/browserServerImpl.js'
 1526, 4221, 1, 'x', 'playwright/driver/package/lib/cli/driver.js'
 8380, 29129, 1, 'x', 'playwright/driver/package/lib/cli/program.js'
 1121, 3192, 1, 'x', 'playwright/driver/package/lib/cli/programWithTestStub.js'
 771, 1982, 1, 'x', 'playwright/driver/package/lib/client/accessibility.js'
 3255, 13665, 1, 'x', 'playwright/driver/package/lib/client/android.js'
 1269, 4786, 1, 'x', 'playwright/driver/package/lib/client/api.js'
 995, 2756, 1, 'x', 'playwright/driver/package/lib/client/artifact.js'
