Options in 'main-linux-arm64' (PKG/CArchive):
 pyi-contents-directory _internal
Contents of 'main-linux-arm64' (PKG/CArchive):
 position, length, uncompressed_length, is_compressed, typecode, name
 327403683, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_FEMININE.pak.info'
 327403691, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_MASCULINE.pak'
 327403709, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_MASCULINE.pak.info'
 327403717, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_NEUTER.pak'
 327403735, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bg_NEUTER.pak.info'
 327403743, 250879, 1439133, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn.pak'
 327654622, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn.pak.info'
 327790164, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_FEMININE.pak'
 327790182, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_FEMININE.pak.info'
 327790190, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_MASCULINE.pak'
 327790208, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_MASCULINE.pak.info'
 327790216, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_NEUTER.pak'
 327790234, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/bn_NEUTER.pak.info'
 327790242, 206805, 693764, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca.pak'
 327997047, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca.pak.info'
 328132589, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_FEMININE.pak'
 328132607, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_FEMININE.pak.info'
 328132615, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_MASCULINE.pak'
 328132633, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_MASCULINE.pak.info'
 328132641, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_NEUTER.pak'
 328132659, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ca_NEUTER.pak.info'
 328132667, 221271, 705238, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs.pak'
 328353938, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs.pak.info'
 328489480, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_FEMININE.pak'
 328489498, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_FEMININE.pak.info'
 328489506, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_MASCULINE.pak'
 328489524, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_MASCULINE.pak.info'
 328489532, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_NEUTER.pak'
 328489550, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/cs_NEUTER.pak.info'
 328489558, 200140, 644590, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da.pak'
 328689698, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da.pak.info'
 328825240, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_FEMININE.pak'
 328825258, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_FEMININE.pak.info'
 328825266, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_MASCULINE.pak'
 328825284, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_MASCULINE.pak.info'
 328825292, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_NEUTER.pak'
 328825310, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/da_NEUTER.pak.info'
 328825318, 213083, 693680, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de.pak'
 329038401, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de.pak.info'
 329173943, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_FEMININE.pak'
 329173961, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_FEMININE.pak.info'
 329173969, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_MASCULINE.pak'
 329173987, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_MASCULINE.pak.info'
 329173995, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_NEUTER.pak'
 329174013, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/de_NEUTER.pak.info'
 329174021, 258812, 1228951, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el.pak'
 329432833, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el.pak.info'
 329568375, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_FEMININE.pak'
 329568393, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_FEMININE.pak.info'
 329568401, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_MASCULINE.pak'
 329568419, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_MASCULINE.pak.info'
 329568427, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_NEUTER.pak'
 329568445, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/el_NEUTER.pak.info'
 329568453, 183305, 557191, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB.pak'
 329751758, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB.pak.info'
 329887300, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_FEMININE.pak'
 329887318, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_FEMININE.pak.info'
 329887326, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_MASCULINE.pak'
 329887344, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_MASCULINE.pak.info'
 329887352, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_NEUTER.pak'
 329887370, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-GB_NEUTER.pak.info'
 329887378, 183889, 563065, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US.pak'
 330071267, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US.pak.info'
 330206809, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_FEMININE.pak'
 330206827, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_FEMININE.pak.info'
 330206835, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_MASCULINE.pak'
 330206853, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_MASCULINE.pak.info'
 330206861, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_NEUTER.pak'
 330206879, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/en-US_NEUTER.pak.info'
 330206887, 205385, 679478, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419.pak'
 330412272, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419.pak.info'
 330547814, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_FEMININE.pak'
 330547832, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_FEMININE.pak.info'
 330547840, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_MASCULINE.pak'
 330547858, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_MASCULINE.pak.info'
 330547866, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_NEUTER.pak'
 330547884, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es-419_NEUTER.pak.info'
 330547892, 203886, 674742, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es.pak'
 330751778, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es.pak.info'
 330887320, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_FEMININE.pak'
 330887338, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_FEMININE.pak.info'
 330887346, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_MASCULINE.pak'
 330887364, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_MASCULINE.pak.info'
 330887372, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_NEUTER.pak'
 330887390, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/es_NEUTER.pak.info'
 330887398, 203475, 618704, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et.pak'
 331090873, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et.pak.info'
 331226415, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_FEMININE.pak'
 331226433, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_FEMININE.pak.info'
 331226441, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_MASCULINE.pak'
 331226459, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_MASCULINE.pak.info'
 331226467, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_NEUTER.pak'
 331226485, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/et_NEUTER.pak.info'
 331226493, 229284, 1006004, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa.pak'
 331455777, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa.pak.info'
 331591319, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_FEMININE.pak'
 331591337, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_FEMININE.pak.info'
 331591345, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_MASCULINE.pak'
 331591363, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_MASCULINE.pak.info'
 331591371, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_NEUTER.pak'
 331591389, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fa_NEUTER.pak.info'
 331591397, 203112, 627876, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi.pak'
 331794509, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi.pak.info'
 331930051, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_FEMININE.pak'
 331930069, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_FEMININE.pak.info'
 331930077, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_MASCULINE.pak'
 331930095, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_MASCULINE.pak.info'
 331930103, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_NEUTER.pak'
 331930121, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fi_NEUTER.pak.info'
 331930129, 205757, 710269, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil.pak'
 332135886, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil.pak.info'
 332271428, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_FEMININE.pak'
 332271446, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_FEMININE.pak.info'
 332271454, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_MASCULINE.pak'
 332271472, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_MASCULINE.pak.info'
 332271480, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_NEUTER.pak'
 332271498, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fil_NEUTER.pak.info'
 332271506, 213769, 731511, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr.pak'
 332485275, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr.pak.info'
 332620817, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_FEMININE.pak'
 332620835, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_FEMININE.pak.info'
 332620843, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_MASCULINE.pak'
 332620861, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_MASCULINE.pak.info'
 332620869, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_NEUTER.pak'
 332620887, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/fr_NEUTER.pak.info'
 332620895, 250235, 1424445, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu.pak'
 332871130, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu.pak.info'
 333006672, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_FEMININE.pak'
 333006690, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_FEMININE.pak.info'
 333006698, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_MASCULINE.pak'
 333006716, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_MASCULINE.pak.info'
 333006724, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_NEUTER.pak'
 333006742, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/gu_NEUTER.pak.info'
 333006750, 221287, 885856, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he.pak'
 333228037, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he.pak.info'
 333363579, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_FEMININE.pak'
 333363597, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_FEMININE.pak.info'
 333363605, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_MASCULINE.pak'
 333363623, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_MASCULINE.pak.info'
 333363631, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_NEUTER.pak'
 333363649, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/he_NEUTER.pak.info'
 333363657, 260474, 1522017, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi.pak'
 333624131, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi.pak.info'
 333759673, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_FEMININE.pak'
 333759691, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_FEMININE.pak.info'
 333759699, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_MASCULINE.pak'
 333759717, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_MASCULINE.pak.info'
 333759725, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_NEUTER.pak'
 333759743, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hi_NEUTER.pak.info'
 333759751, 212166, 683818, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr.pak'
 333971917, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr.pak.info'
 334107459, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_FEMININE.pak'
 334107477, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_FEMININE.pak.info'
 334107485, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_MASCULINE.pak'
 334107503, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_MASCULINE.pak.info'
 334107511, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_NEUTER.pak'
 334107529, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hr_NEUTER.pak.info'
 334107537, 223257, 734529, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu.pak'
 334330794, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu.pak.info'
 334466336, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_FEMININE.pak'
 334466354, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_FEMININE.pak.info'
 334466362, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_MASCULINE.pak'
 334466380, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_MASCULINE.pak.info'
 334466388, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_NEUTER.pak'
 334466406, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/hu_NEUTER.pak.info'
 334466414, 186767, 609173, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id.pak'
 334653181, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id.pak.info'
 334788723, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_FEMININE.pak'
 334788741, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_FEMININE.pak.info'
 334788749, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_MASCULINE.pak'
 334788767, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_MASCULINE.pak.info'
 334788775, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_NEUTER.pak'
 334788793, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/id_NEUTER.pak.info'
 334788801, 203062, 672877, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it.pak'
 334991863, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it.pak.info'
 335127405, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_FEMININE.pak'
 335127423, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_FEMININE.pak.info'
 335127431, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_MASCULINE.pak'
 335127449, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_MASCULINE.pak.info'
 335127457, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_NEUTER.pak'
 335127475, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/it_NEUTER.pak.info'
 335127483, 209417, 810881, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja.pak'
 335336900, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja.pak.info'
 335472442, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_FEMININE.pak'
 335472460, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_FEMININE.pak.info'
 335472468, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_MASCULINE.pak'
 335472486, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_MASCULINE.pak.info'
 335472494, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_NEUTER.pak'
 335472512, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ja_NEUTER.pak.info'
 335472520, 255058, 1616537, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn.pak'
 335727578, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn.pak.info'
 335863120, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_FEMININE.pak'
 335863138, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_FEMININE.pak.info'
 335863146, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_MASCULINE.pak'
 335863164, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_MASCULINE.pak.info'
 335863172, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_NEUTER.pak'
 335863190, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/kn_NEUTER.pak.info'
 335863198, 198327, 688466, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko.pak'
 336061525, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko.pak.info'
 336197067, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_FEMININE.pak'
 336197085, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_FEMININE.pak.info'
 336197093, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_MASCULINE.pak'
 336197111, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_MASCULINE.pak.info'
 336197119, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_NEUTER.pak'
 336197137, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ko_NEUTER.pak.info'
 336197145, 218108, 739428, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt.pak'
 336415253, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt.pak.info'
 336550795, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_FEMININE.pak'
 336550813, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_FEMININE.pak.info'
