Options in 'main-linux-arm64' (PKG/CArchive):
 pyi-contents-directory _internal
Contents of 'main-linux-arm64' (PKG/CArchive):
 position, length, uncompressed_length, is_compressed, typecode, name
 336550821, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_MASCULINE.pak'
 336550839, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_MASCULINE.pak.info'
 336550847, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_NEUTER.pak'
 336550865, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lt_NEUTER.pak.info'
 336550873, 218851, 738032, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv.pak'
 336769724, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv.pak.info'
 336905266, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_FEMININE.pak'
 336905284, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_FEMININE.pak.info'
 336905292, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_MASCULINE.pak'
 336905310, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_MASCULINE.pak.info'
 336905318, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_NEUTER.pak'
 336905336, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/lv_NEUTER.pak.info'
 336905344, 262158, 1679293, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml.pak'
 337167502, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml.pak.info'
 337303044, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_FEMININE.pak'
 337303062, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_FEMININE.pak.info'
 337303070, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_MASCULINE.pak'
 337303088, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_MASCULINE.pak.info'
 337303096, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_NEUTER.pak'
 337303114, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ml_NEUTER.pak.info'
 337303122, 245840, 1394795, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr.pak'
 337548962, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr.pak.info'
 337684504, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_FEMININE.pak'
 337684522, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_FEMININE.pak.info'
 337684530, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_MASCULINE.pak'
 337684548, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_MASCULINE.pak.info'
 337684556, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_NEUTER.pak'
 337684574, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/mr_NEUTER.pak.info'
 337684582, 190426, 638481, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms.pak'
 337875008, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms.pak.info'
 338010550, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_FEMININE.pak'
 338010568, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_FEMININE.pak.info'
 338010576, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_MASCULINE.pak'
 338010594, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_MASCULINE.pak.info'
 338010602, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_NEUTER.pak'
 338010620, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ms_NEUTER.pak.info'
 338010628, 194965, 616085, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb.pak'
 338205593, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb.pak.info'
 338341135, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_FEMININE.pak'
 338341153, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_FEMININE.pak.info'
 338341161, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_MASCULINE.pak'
 338341179, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_MASCULINE.pak.info'
 338341187, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_NEUTER.pak'
 338341205, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nb_NEUTER.pak.info'
 338341213, 200300, 639149, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl.pak'
 338541513, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl.pak.info'
 338677055, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_FEMININE.pak'
 338677073, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_FEMININE.pak.info'
 338677081, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_MASCULINE.pak'
 338677099, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_MASCULINE.pak.info'
 338677107, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_NEUTER.pak'
 338677125, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/nl_NEUTER.pak.info'
 338677133, 221780, 709167, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl.pak'
 338898913, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl.pak.info'
 339034455, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_FEMININE.pak'
 339034473, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_FEMININE.pak.info'
 339034481, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_MASCULINE.pak'
 339034499, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_MASCULINE.pak.info'
 339034507, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_NEUTER.pak'
 339034525, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pl_NEUTER.pak.info'
 339034533, 203614, 666147, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR.pak'
 339238147, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR.pak.info'
 339373689, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_FEMININE.pak'
 339373707, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_FEMININE.pak.info'
 339373715, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_MASCULINE.pak'
 339373733, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_MASCULINE.pak.info'
 339373741, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_NEUTER.pak'
 339373759, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-BR_NEUTER.pak.info'
 339373767, 202552, 671285, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT.pak'
 339576319, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT.pak.info'
 339711861, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_FEMININE.pak'
 339711879, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_FEMININE.pak.info'
 339711887, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_MASCULINE.pak'
 339711905, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_MASCULINE.pak.info'
 339711913, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_NEUTER.pak'
 339711931, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/pt-PT_NEUTER.pak.info'
 339711939, 208650, 695025, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro.pak'
 339920589, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro.pak.info'
 340056131, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_FEMININE.pak'
 340056149, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_FEMININE.pak.info'
 340056157, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_MASCULINE.pak'
 340056175, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_MASCULINE.pak.info'
 340056183, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_NEUTER.pak'
 340056201, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ro_NEUTER.pak.info'
 340056209, 252528, 1137851, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru.pak'
 340308737, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru.pak.info'
 340444279, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_FEMININE.pak'
 340444297, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_FEMININE.pak.info'
 340444305, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_MASCULINE.pak'
 340444323, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_MASCULINE.pak.info'
 340444331, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_NEUTER.pak'
 340444349, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ru_NEUTER.pak.info'
 340444357, 225688, 718227, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk.pak'
 340670045, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk.pak.info'
 340805587, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_FEMININE.pak'
 340805605, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_FEMININE.pak.info'
 340805613, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_MASCULINE.pak'
 340805631, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_MASCULINE.pak.info'
 340805639, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_NEUTER.pak'
 340805657, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sk_NEUTER.pak.info'
 340805665, 212637, 689167, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl.pak'
 341018302, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl.pak.info'
 341153844, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_FEMININE.pak'
 341153862, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_FEMININE.pak.info'
 341153870, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_MASCULINE.pak'
 341153888, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_MASCULINE.pak.info'
 341153896, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_NEUTER.pak'
 341153914, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sl_NEUTER.pak.info'
 341153922, 237951, 1054490, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr.pak'
 341391873, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr.pak.info'
 341527415, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_FEMININE.pak'
 341527433, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_FEMININE.pak.info'
 341527441, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_MASCULINE.pak'
 341527459, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_MASCULINE.pak.info'
 341527467, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_NEUTER.pak'
 341527485, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sr_NEUTER.pak.info'
 341527493, 195512, 621279, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv.pak'
 341723005, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv.pak.info'
 341858547, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_FEMININE.pak'
 341858565, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_FEMININE.pak.info'
 341858573, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_MASCULINE.pak'
 341858591, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_MASCULINE.pak.info'
 341858599, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_NEUTER.pak'
 341858617, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sv_NEUTER.pak.info'
 341858625, 200228, 656735, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw.pak'
 342058853, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw.pak.info'
 342194395, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_FEMININE.pak'
 342194413, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_FEMININE.pak.info'
 342194421, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_MASCULINE.pak'
 342194439, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_MASCULINE.pak.info'
 342194447, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_NEUTER.pak'
 342194465, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/sw_NEUTER.pak.info'
 342194473, 253820, 1677291, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta.pak'
 342448293, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta.pak.info'
 342583835, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_FEMININE.pak'
 342583853, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_FEMININE.pak.info'
 342583861, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_MASCULINE.pak'
 342583879, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_MASCULINE.pak.info'
 342583887, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_NEUTER.pak'
 342583905, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ta_NEUTER.pak.info'
 342583913, 256144, 1544382, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te.pak'
 342840057, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te.pak.info'
 342975599, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_FEMININE.pak'
 342975617, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_FEMININE.pak.info'
 342975625, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_MASCULINE.pak'
 342975643, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_MASCULINE.pak.info'
 342975651, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_NEUTER.pak'
 342975669, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/te_NEUTER.pak.info'
 342975677, 224884, 1300883, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th.pak'
 343200561, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th.pak.info'
 343336103, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_FEMININE.pak'
 343336121, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_FEMININE.pak.info'
 343336129, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_MASCULINE.pak'
 343336147, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_MASCULINE.pak.info'
 343336155, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_NEUTER.pak'
 343336173, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/th_NEUTER.pak.info'
 343336181, 202974, 666812, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr.pak'
 343539155, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr.pak.info'
 343674697, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_FEMININE.pak'
 343674715, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_FEMININE.pak.info'
 343674723, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_MASCULINE.pak'
 343674741, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_MASCULINE.pak.info'
 343674749, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_NEUTER.pak'
 343674767, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/tr_NEUTER.pak.info'
 343674775, 249012, 1139319, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk.pak'
 343923787, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk.pak.info'
 344059329, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_FEMININE.pak'
 344059347, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_FEMININE.pak.info'
 344059355, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_MASCULINE.pak'
 344059373, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_MASCULINE.pak.info'
 344059381, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_NEUTER.pak'
 344059399, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/uk_NEUTER.pak.info'
 344059407, 230551, 993875, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur.pak'
 344289958, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur.pak.info'
 344425500, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_FEMININE.pak'
 344425518, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_FEMININE.pak.info'
 344425526, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_MASCULINE.pak'
 344425544, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_MASCULINE.pak.info'
 344425552, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_NEUTER.pak'
 344425570, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/ur_NEUTER.pak.info'
 344425578, 207379, 792358, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi.pak'
 344632957, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi.pak.info'
 344768499, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_FEMININE.pak'
 344768517, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_FEMININE.pak.info'
 344768525, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_MASCULINE.pak'
 344768543, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_MASCULINE.pak.info'
 344768551, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_NEUTER.pak'
 344768569, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/vi_NEUTER.pak.info'
 344768577, 198530, 569884, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN.pak'
 344967107, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN.pak.info'
 345102649, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_FEMININE.pak'
 345102667, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_FEMININE.pak.info'
 345102675, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_MASCULINE.pak'
 345102693, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_MASCULINE.pak.info'
 345102701, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_NEUTER.pak'
 345102719, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-CN_NEUTER.pak.info'
 345102727, 196088, 565104, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW.pak'
 345298815, 135542, 1246717, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW.pak.info'
 345434357, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_FEMININE.pak'
 345434375, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_FEMININE.pak.info'
 345434383, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_MASCULINE.pak'
 345434401, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_MASCULINE.pak.info'
 345434409, 18, 18, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_NEUTER.pak'
 345434427, 8, 0, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/locales/zh-TW_NEUTER.pak.info'
 345434435, 1225, 1228, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/product_logo_48.png'
 345435660, 9747591, 9831924, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources.pak'
 355183251, 315, 442, 1, 'x', 'playwright/driver/package/.local-browsers/chromium-1187/chrome-linux/resources/accessibility/reading_mode_gdocs_helper/content.js'
